ComponentId,SourceProject,DestinationProject,ConfigurationId,ConfigurationName,DateTime,Status,StatusText
keboola.snowflake-transformation,L0 Nekter,Test2,1108527922,[ADHOC] Test,2024-09-20 13:35:23,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] Test** at 2024-09-20 13:35:23
keboola.snowflake-transformation,L0 Nekter,Test2,1065716016,[ADHOC] QU certification,2024-09-20 13:35:23,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] QU certification** at 2024-09-20 13:35:23
keboola.ex-aws-s3,L0 Nekter,Test2,1129479260,[Grubhub] Export orders,2024-09-20 13:35:31,Success,**Migrated**: keboola.ex-aws-s3 **[Grubhub] Export orders** at 2024-09-20 13:35:31
keboola.sandboxes,L0 Nekter,Test2,1078603711,L0 Nekter access for data analysis,2024-09-20 13:35:31,Success,**Migrated**: keboola.sandboxes **L0 Nekter access for data analysis** at 2024-09-20 13:35:31
keboola.ex-google-drive,L0 Nekter,Test2,1061249778,[Nekter] Manual data,2024-09-20 13:35:31,Success,**Migrated**: keboola.ex-google-drive **[Nekter] Manual data** at 2024-09-20 13:35:31
intecs.ex-doordash-orders,L0 Nekter,Test2,1176781417,[DoorDash] Extract orders and payment data,2024-09-20 13:38:45,Success,**Migrated**: intecs.ex-doordash-orders **[DoorDash] Extract orders and payment data** at 2024-09-20 13:38:45
keboola.ex-google-drive,L0 Nekter,Test2,1061249778,[Nekter] Manual data,2024-09-20 13:38:45,Success,**Migrated**: keboola.ex-google-drive **[Nekter] Manual data** at 2024-09-20 13:38:45
keboola.orchestrator,L0 Nekter,Test2,1070260927,[MAIN] Hourly extractions,2024-09-20 13:38:45,Success,**Migrated**: keboola.orchestrator **[MAIN] Hourly extractions** at 2024-09-20 13:38:45
keboola.orchestrator,L0 Nekter,Test2,1070260573,[MAIN] Daily extractions,2024-09-20 13:38:45,Success,**Migrated**: keboola.orchestrator **[MAIN] Daily extractions** at 2024-09-20 13:38:45
ex-generic-v2,L0 Nekter,Test2,1073216337,"[ADHOC] UberEats dev (deprecated, now in L0 General)",2024-09-20 13:38:45,Success,"**Migrated**: ex-generic-v2 **[ADHOC] UberEats dev (deprecated, now in L0 General)** at 2024-09-20 13:38:45"
intecs.ex-qubeyond-checks-config,L0 Nekter,Test2,1085872323,[Qu] Checks configuration tables,2024-09-20 13:38:45,Success,**Migrated**: intecs.ex-qubeyond-checks-config **[Qu] Checks configuration tables** at 2024-09-20 13:38:45
intecs.ex-qubeyond-employee-labor,L0 Nekter,Test2,1086341423,[Qu] Employee Labor data,2024-09-20 13:38:45,Success,**Migrated**: intecs.ex-qubeyond-employee-labor **[Qu] Employee Labor data** at 2024-09-20 13:38:45
intecs.ex-qubeyond-checks,L0 Nekter,Test2,1085386309,[Qu] Checks data,2024-09-20 13:38:45,Success,**Migrated**: intecs.ex-qubeyond-checks **[Qu] Checks data** at 2024-09-20 13:38:45
keboola.orchestrator,L0 Nekter,Test2,1100527384,[Olo] Extract data,2024-09-20 13:38:45,Success,**Migrated**: keboola.orchestrator **[Olo] Extract data** at 2024-09-20 13:38:45
keboola.orchestrator,L0 Nekter,Test2,1085907539,[Qu] Extract data,2024-09-20 13:38:45,Success,**Migrated**: keboola.orchestrator **[Qu] Extract data** at 2024-09-20 13:38:45
keboola.ex-aws-s3,L0 Nekter,Test2,1129479260,[Grubhub] Export orders,2024-09-20 13:38:45,Success,**Migrated**: keboola.ex-aws-s3 **[Grubhub] Export orders** at 2024-09-20 13:38:45
intecs.ex-olo-orders-export,L0 Nekter,Test2,1100409394,[Olo] Export Orders,2024-09-20 13:38:45,Success,**Migrated**: intecs.ex-olo-orders-export **[Olo] Export Orders** at 2024-09-20 13:38:45
intecs.ex-qu-accounting,L0 Nekter,Test2,1117510042,[Qu] Accounting data,2024-09-20 13:38:45,Success,**Migrated**: intecs.ex-qu-accounting **[Qu] Accounting data** at 2024-09-20 13:38:45
keboola.python-transformation-v2,L0 Nekter,Test2,1084950084,[Init] Initial checks data loading,2024-09-20 13:38:48,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial checks data loading** at 2024-09-20 13:38:48
keboola.python-transformation-v2,L0 Nekter,Test2,1085945860,[Init] Initial employee and labor data loading,2024-09-20 13:38:48,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial employee and labor data loading** at 2024-09-20 13:38:48
keboola.sandboxes,L0 Nekter,Test2,1078603711,L0 Nekter access for data analysis,2024-09-20 13:38:48,Success,**Migrated**: keboola.sandboxes **L0 Nekter access for data analysis** at 2024-09-20 13:38:48
keboola.python-transformation-v2,L0 Nekter,Test2,1098692357,[Init] Initial load - Olo data,2024-09-20 13:38:48,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial load - Olo data** at 2024-09-20 13:38:48
keboola.python-transformation-v2,L0 Nekter,Test2,1084925761,[Init] Initial config data loading,2024-09-20 13:38:49,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial config data loading** at 2024-09-20 13:38:49
keboola.wr-google-sheets,L0 Nekter,Test2,1092907654,[Qu] POS Location Data Extractor,2024-09-20 13:38:49,Success,**Migrated**: keboola.wr-google-sheets **[Qu] POS Location Data Extractor** at 2024-09-20 13:38:49
 and Labor  demo data** at 2024-09-20 13:38:49
keboola.sandboxes,L0 Nekter,Test2,1101369716,Qu raw data,2024-09-20 13:38:49,Success,**Migrated**: keboola.sandboxes **Qu raw data** at 2024-09-20 13:38:49
keboola.sandboxes,L0 Nekter,Test2,1111260789,Ivana testing,2024-09-20 13:38:49,Success,**Migrated**: keboola.sandboxes **Ivana testing** at 2024-09-20 13:38:49
keboola.sandboxes,L0 Nekter,Test2,1099153514,Olo development,2024-09-20 13:38:49,Success,**Migrated**: keboola.sandboxes **Olo development** at 2024-09-20 13:38:49
keboola.sandboxes,L0 Nekter,Test2,1084973548,[ADHOC] QU certification,2024-09-20 13:38:49,Success,**Migrated**: keboola.sandboxes **[ADHOC] QU certification** at 2024-09-20 13:38:49
keboola.python-transformation-v2,L0 Nekter,Test2,1117011840,[Init] Initial load accounting data from Qu,2024-09-20 13:38:49,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial load accounting data from Qu** at 2024-09-20 13:38:49
keboola.python-transformation-v2,L0 Nekter,Test2,1065700964,[ADHOC] Qu extract demo data,2024-09-20 13:38:49,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Qu extract demo data** at 2024-09-20 13:38:49
keboola.python-transformation-v2,L0 Nekter,Test2,1124204804,[ADHOC] Full load employee_labor_time_entries,2024-09-20 13:38:50,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Full load employee_labor_time_entries** at 2024-09-20 13:38:50
keboola.python-transformation-v2,L0 Nekter,Test2,1133377146,[ADHOC] Full load checks_payments_refund,2024-09-20 13:38:50,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Full load checks_payments_refund** at 2024-09-20 13:38:50
keboola.python-transformation-v2,L0 Nekter,Test2,1170546652,[Init] Initial accounting data loading,2024-09-20 13:38:50,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial accounting data loading** at 2024-09-20 13:38:50
keboola.snowflake-transformation,L0 Nekter,Test2,1108527922,[ADHOC] Test,2024-09-20 13:38:51,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] Test** at 2024-09-20 13:38:51
keboola.snowflake-transformation,L0 Nekter,Test2,1065716016,[ADHOC] QU certification,2024-09-20 13:38:51,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] QU certification** at 2024-09-20 13:38:51
keboola.ex-aws-s3,L0 Nekter,Test2,1129479260,[Grubhub] Export orders,2024-09-20 13:38:57,Success,**Migrated**: keboola.ex-aws-s3 **[Grubhub] Export orders** at 2024-09-20 13:38:57
keboola.orchestrator,L0 Nekter,Test2,1070260573,[MAIN] Daily extractions,2024-09-20 13:43:04,Success,**Migrated**: keboola.orchestrator **[MAIN] Daily extractions** at 2024-09-20 13:43:04
keboola.ex-google-drive,L0 Nekter,Test2,1061249778,[Nekter] Manual data,2024-09-20 13:43:04,Success,**Migrated**: keboola.ex-google-drive **[Nekter] Manual data** at 2024-09-20 13:43:04
ex-generic-v2,L0 Nekter,Test2,1073216337,"[ADHOC] UberEats dev (deprecated, now in L0 General)",2024-09-20 13:43:04,Success,"**Migrated**: ex-generic-v2 **[ADHOC] UberEats dev (deprecated, now in L0 General)** at 2024-09-20 13:43:04"
keboola.orchestrator,L0 Nekter,Test2,1070260927,[MAIN] Hourly extractions,2024-09-20 13:43:04,Success,**Migrated**: keboola.orchestrator **[MAIN] Hourly extractions** at 2024-09-20 13:43:04
intecs.ex-qu-accounting,L0 Nekter,Test2,1117510042,[Qu] Accounting data,2024-09-20 13:43:04,Success,**Migrated**: intecs.ex-qu-accounting **[Qu] Accounting data** at 2024-09-20 13:43:04
intecs.ex-doordash-orders,L0 Nekter,Test2,1176781417,[DoorDash] Extract orders and payment data,2024-09-20 13:43:04,Success,**Migrated**: intecs.ex-doordash-orders **[DoorDash] Extract orders and payment data** at 2024-09-20 13:43:04
keboola.orchestrator,L0 Nekter,Test2,1100527384,[Olo] Extract data,2024-09-20 13:43:04,Success,**Migrated**: keboola.orchestrator **[Olo] Extract data** at 2024-09-20 13:43:04
intecs.ex-qubeyond-checks,L0 Nekter,Test2,1085386309,[Qu] Checks data,2024-09-20 13:43:04,Success,**Migrated**: intecs.ex-qubeyond-checks **[Qu] Checks data** at 2024-09-20 13:43:04
keboola.ex-aws-s3,L0 Nekter,Test2,1129479260,[Grubhub] Export orders,2024-09-20 13:43:04,Success,**Migrated**: keboola.ex-aws-s3 **[Grubhub] Export orders** at 2024-09-20 13:43:04
or data** at 2024-09-20 13:43:04
intecs.ex-olo-orders-export,L0 Nekter,Test2,1100409394,[Olo] Export Orders,2024-09-20 13:43:04,Success,**Migrated**: intecs.ex-olo-orders-export **[Olo] Export Orders** at 2024-09-20 13:43:04
keboola.orchestrator,L0 Nekter,Test2,1085907539,[Qu] Extract data,2024-09-20 13:43:04,Success,**Migrated**: keboola.orchestrator **[Qu] Extract data** at 2024-09-20 13:43:04
intecs.ex-qubeyond-checks-config,L0 Nekter,Test2,1085872323,[Qu] Checks configuration tables,2024-09-20 13:43:04,Success,**Migrated**: intecs.ex-qubeyond-checks-config **[Qu] Checks configuration tables** at 2024-09-20 13:43:04
keboola.python-transformation-v2,L0 Nekter,Test2,1085945860,[Init] Initial employee and labor data loading,2024-09-20 13:43:07,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial employee and labor data loading** at 2024-09-20 13:43:07
keboola.python-transformation-v2,L0 Nekter,Test2,1084925761,[Init] Initial config data loading,2024-09-20 13:43:07,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial config data loading** at 2024-09-20 13:43:07
keboola.sandboxes,L0 Nekter,Test2,1078603711,L0 Nekter access for data analysis,2024-09-20 13:43:07,Success,**Migrated**: keboola.sandboxes **L0 Nekter access for data analysis** at 2024-09-20 13:43:07
keboola.sandboxes,L0 Nekter,Test2,1084973548,[ADHOC] QU certification,2024-09-20 13:43:08,Success,**Migrated**: keboola.sandboxes **[ADHOC] QU certification** at 2024-09-20 13:43:08
keboola.python-transformation-v2,L0 Nekter,Test2,1084950084,[Init] Initial checks data loading,2024-09-20 13:43:08,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial checks data loading** at 2024-09-20 13:43:08
keboola.sandboxes,L0 Nekter,Test2,1108528140,Test,2024-09-20 13:43:08,Success,**Migrated**: keboola.sandboxes **Test** at 2024-09-20 13:43:08
keboola.sandboxes,L0 Nekter,Test2,1101369716,Qu raw data,2024-09-20 13:43:08,Success,**Migrated**: keboola.sandboxes **Qu raw data** at 2024-09-20 13:43:08
keboola.wr-google-sheets,L0 Nekter,Test2,1092907654,[Qu] POS Location Data Extractor,2024-09-20 13:43:08,Success,**Migrated**: keboola.wr-google-sheets **[Qu] POS Location Data Extractor** at 2024-09-20 13:43:08
keboola.sandboxes,L0 Nekter,Test2,1111260789,Ivana testing,2024-09-20 13:43:08,Success,**Migrated**: keboola.sandboxes **Ivana testing** at 2024-09-20 13:43:08
keboola.python-transformation-v2,L0 Nekter,Test2,1098692357,[Init] Initial load - Olo data,2024-09-20 13:43:08,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial load - Olo data** at 2024-09-20 13:43:08
keboola.sandboxes,L0 Nekter,Test2,1099153514,Olo development,2024-09-20 13:43:08,Success,**Migrated**: keboola.sandboxes **Olo development** at 2024-09-20 13:43:08
keboola.python-transformation-v2,L0 Nekter,Test2,1080669543,[ADHOC] Qu extract Empolyee and Labor  demo data,2024-09-20 13:43:08,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Qu extract Empolyee and Labor  demo data** at 2024-09-20 13:43:08
keboola.python-transformation-v2,L0 Nekter,Test2,1117011840,[Init] Initial load accounting data from Qu,2024-09-20 13:43:08,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial load accounting data from Qu** at 2024-09-20 13:43:08
keboola.python-transformation-v2,L0 Nekter,Test2,1065700964,[ADHOC] Qu extract demo data,2024-09-20 13:43:08,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Qu extract demo data** at 2024-09-20 13:43:08
keboola.python-transformation-v2,L0 Nekter,Test2,1124204804,[ADHOC] Full load employee_labor_time_entries,2024-09-20 13:43:09,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Full load employee_labor_time_entries** at 2024-09-20 13:43:09
keboola.python-transformation-v2,L0 Nekter,Test2,1133377146,[ADHOC] Full load checks_payments_refund,2024-09-20 13:43:09,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Full load checks_payments_refund** at 2024-09-20 13:43:09
keboola.python-transformation-v2,L0 Nekter,Test2,1170546652,[Init] Initial accounting data loading,2024-09-20 13:43:09,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial accounting data loading** at 2024-09-20 13:43:09
keboola.snowflake-transformation,L0 Nekter,Test2,1108527922,[ADHOC] Test,2024-09-20 13:43:10,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] Test** at 2024-09-20 13:43:10
keboola.snowflake-transformation,L0 Nekter,Test2,1065716016,[ADHOC] QU certification,2024-09-20 13:43:10,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] QU certification** at 2024-09-20 13:43:10
keboola.sandboxes,L0 Nekter,Test2,1078603711,L0 Nekter access for data analysis,2024-09-20 13:43:17,Success,**Migrated**: keboola.sandboxes **L0 Nekter access for data analysis** at 2024-09-20 13:43:17
keboola.ex-google-drive,L0 Nekter,Test2,1061249778,[Nekter] Manual data,2024-09-20 13:43:17,Success,**Migrated**: keboola.ex-google-drive **[Nekter] Manual data** at 2024-09-20 13:43:17
keboola.ex-aws-s3,L0 Nekter,Test2,1129479260,[Grubhub] Export orders,2024-09-20 13:43:17,Success,**Migrated**: keboola.ex-aws-s3 **[Grubhub] Export orders** at 2024-09-20 13:43:17
keboola.shared-code,L2 Nekter,test4,shared-codes.snowflake-transformation,Shared Code,2024-09-20 13:57:49,Success,**Migrated**: keboola.shared-code **Shared Code** at 2024-09-20 13:57:49
keboola.snowflake-transformation,L2 Nekter,test4,1103606550,[ADHOC] FactOrdersTest,2024-09-20 13:57:52,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] FactOrdersTest** at 2024-09-20 13:57:52
keboola.snowflake-transformation,L2 Nekter,test4,1104035159,[ADHOC] FactOrderDiscountTest,2024-09-20 13:57:52,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] FactOrderDiscountTest** at 2024-09-20 13:57:52
keboola.orchestrator,L0 Nekter,test4,1070260573,[MAIN] Daily extractions,2024-09-20 13:59:59,Success,**Migrated**: keboola.orchestrator **[MAIN] Daily extractions** at 2024-09-20 13:59:59
ex-generic-v2,L0 Nekter,test4,1073216337,"[ADHOC] UberEats dev (deprecated, now in L0 General)",2024-09-20 14:00:00,Success,"**Migrated**: ex-generic-v2 **[ADHOC] UberEats dev (deprecated, now in L0 General)** at 2024-09-20 14:00:00"
keboola.ex-google-drive,L0 Nekter,test4,1061249778,[Nekter] Manual data,2024-09-20 14:00:00,Success,**Migrated**: keboola.ex-google-drive **[Nekter] Manual data** at 2024-09-20 14:00:00
intecs.ex-qubeyond-checks-config,L0 Nekter,test4,1085872323,[Qu] Checks configuration tables,2024-09-20 14:00:00,Success,**Migrated**: intecs.ex-qubeyond-checks-config **[Qu] Checks configuration tables** at 2024-09-20 14:00:00
intecs.ex-qubeyond-employee-labor,L0 Nekter,test4,1086341423,[Qu] Employee Labor data,2024-09-20 14:00:00,Success,**Migrated**: intecs.ex-qubeyond-employee-labor **[Qu] Employee Labor data** at 2024-09-20 14:00:00
keboola.orchestrator,L0 Nekter,test4,1085907539,[Qu] Extract data,2024-09-20 14:00:00,Success,**Migrated**: keboola.orchestrator **[Qu] Extract data** at 2024-09-20 14:00:00
intecs.ex-qubeyond-checks,L0 Nekter,test4,1085386309,[Qu] Checks data,2024-09-20 14:00:00,Success,**Migrated**: intecs.ex-qubeyond-checks **[Qu] Checks data** at 2024-09-20 14:00:00
intecs.ex-qu-accounting,L0 Nekter,test4,1117510042,[Qu] Accounting data,2024-09-20 14:00:00,Success,**Migrated**: intecs.ex-qu-accounting **[Qu] Accounting data** at 2024-09-20 14:00:00
keboola.ex-aws-s3,L0 Nekter,test4,1129479260,[Grubhub] Export orders,2024-09-20 14:00:00,Success,**Migrated**: keboola.ex-aws-s3 **[Grubhub] Export orders** at 2024-09-20 14:00:00
intecs.ex-olo-orders-export,L0 Nekter,test4,1100409394,[Olo] Export Orders,2024-09-20 14:00:00,Success,**Migrated**: intecs.ex-olo-orders-export **[Olo] Export Orders** at 2024-09-20 14:00:00
intecs.ex-doordash-orders,L0 Nekter,test4,1176781417,[DoorDash] Extract orders and payment data,2024-09-20 14:00:00,Success,**Migrated**: intecs.ex-doordash-orders **[DoorDash] Extract orders and payment data** at 2024-09-20 14:00:00
keboola.orchestrator,L0 Nekter,test4,1070260927,[MAIN] Hourly extractions,2024-09-20 14:00:00,Success,**Migrated**: keboola.orchestrator **[MAIN] Hourly extractions** at 2024-09-20 14:00:00
keboola.orchestrator,L0 Nekter,test4,1100527384,[Olo] Extract data,2024-09-20 14:00:00,Success,**Migrated**: keboola.orchestrator **[Olo] Extract data** at 2024-09-20 14:00:00
keboola.python-transformation-v2,L0 Nekter,test4,1085945860,[Init] Initial employee and labor data loading,2024-09-20 14:00:02,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial employee and labor data loading** at 2024-09-20 14:00:02
keboola.python-transformation-v2,L0 Nekter,test4,1098692357,[Init] Initial load - Olo data,2024-09-20 14:00:03,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial load - Olo data** at 2024-09-20 14:00:03
keboola.sandboxes,L0 Nekter,test4,1078603711,L0 Nekter access for data analysis,2024-09-20 14:00:03,Success,**Migrated**: keboola.sandboxes **L0 Nekter access for data analysis** at 2024-09-20 14:00:03
keboola.sandboxes,L0 Nekter,test4,1101369716,Qu raw data,2024-09-20 14:00:04,Success,**Migrated**: keboola.sandboxes **Qu raw data** at 2024-09-20 14:00:04
keboola.python-transformation-v2,L0 Nekter,test4,1084950084,[Init] Initial checks data loading,2024-09-20 14:00:04,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial checks data loading** at 2024-09-20 14:00:04
keboola.sandboxes,L0 Nekter,test4,1099153514,Olo development,2024-09-20 14:00:04,Success,**Migrated**: keboola.sandboxes **Olo development** at 2024-09-20 14:00:04
keboola.sandboxes,L0 Nekter,test4,1084973548,[ADHOC] QU certification,2024-09-20 14:00:04,Success,**Migrated**: keboola.sandboxes **[ADHOC] QU certification** at 2024-09-20 14:00:04
keboola.sandboxes,L0 Nekter,test4,1108528140,Test,2024-09-20 14:00:04,Success,**Migrated**: keboola.sandboxes **Test** at 2024-09-20 14:00:04
keboola.python-transformation-v2,L0 Nekter,test4,1084925761,[Init] Initial config data loading,2024-09-20 14:00:04,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial config data loading** at 2024-09-20 14:00:04
keboola.sandboxes,L0 Nekter,test4,1111260789,Ivana testing,2024-09-20 14:00:04,Success,**Migrated**: keboola.sandboxes **Ivana testing** at 2024-09-20 14:00:04
keboola.wr-google-sheets,L0 Nekter,test4,1092907654,[Qu] POS Location Data Extractor,2024-09-20 14:00:04,Success,**Migrated**: keboola.wr-google-sheets **[Qu] POS Location Data Extractor** at 2024-09-20 14:00:04
keboola.python-transformation-v2,L0 Nekter,test4,1080669543,[ADHOC] Qu extract Empolyee and Labor  demo data,2024-09-20 14:00:04,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Qu extract Empolyee and Labor  demo data** at 2024-09-20 14:00:04
keboola.python-transformation-v2,L0 Nekter,test4,1117011840,[Init] Initial load accounting data from Qu,2024-09-20 14:00:04,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial load accounting data from Qu** at 2024-09-20 14:00:04
keboola.python-transformation-v2,L0 Nekter,test4,1065700964,[ADHOC] Qu extract demo data,2024-09-20 14:00:04,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Qu extract demo data** at 2024-09-20 14:00:04
keboola.python-transformation-v2,L0 Nekter,test4,1124204804,[ADHOC] Full load employee_labor_time_entries,2024-09-20 14:00:05,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Full load employee_labor_time_entries** at 2024-09-20 14:00:05
keboola.python-transformation-v2,L0 Nekter,test4,1170546652,[Init] Initial accounting data loading,2024-09-20 14:00:05,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial accounting data loading** at 2024-09-20 14:00:05
keboola.python-transformation-v2,L0 Nekter,test4,1133377146,[ADHOC] Full load checks_payments_refund,2024-09-20 14:00:05,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Full load checks_payments_refund** at 2024-09-20 14:00:05
keboola.snowflake-transformation,L0 Nekter,test4,1065716016,[ADHOC] QU certification,2024-09-20 14:00:05,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] QU certification** at 2024-09-20 14:00:05
keboola.snowflake-transformation,L0 Nekter,test4,1108527922,[ADHOC] Test,2024-09-20 14:00:06,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] Test** at 2024-09-20 14:00:06
keboola.python-transformation-v2,L0 Nekter,test4,1084950084,[Init] Initial checks data loading,2024-09-20 14:00:14,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial checks data loading** at 2024-09-20 14:00:14
keboola.ex-google-drive,L0 Nekter,test4,1061249778,[Nekter] Manual data,2024-09-20 14:35:49,Success,**Migrated**: keboola.ex-google-drive **[Nekter] Manual data** at 2024-09-20 14:35:49
keboola.orchestrator,L0 Nekter,test4,1070260927,[MAIN] Hourly extractions,2024-09-20 14:35:49,Success,**Migrated**: keboola.orchestrator **[MAIN] Hourly extractions** at 2024-09-20 14:35:49
keboola.orchestrator,L0 Nekter,test4,1070260573,[MAIN] Daily extractions,2024-09-20 14:35:50,Success,**Migrated**: keboola.orchestrator **[MAIN] Daily extractions** at 2024-09-20 14:35:50
intecs.ex-qu-accounting,L0 Nekter,test4,1117510042,[Qu] Accounting data,2024-09-20 14:35:50,Success,**Migrated**: intecs.ex-qu-accounting **[Qu] Accounting data** at 2024-09-20 14:35:50
keboola.orchestrator,L0 Nekter,test4,1085907539,[Qu] Extract data,2024-09-20 14:35:50,Success,**Migrated**: keboola.orchestrator **[Qu] Extract data** at 2024-09-20 14:35:50
intecs.ex-qubeyond-checks-config,L0 Nekter,test4,1085872323,[Qu] Checks configuration tables,2024-09-20 14:35:50,Success,**Migrated**: intecs.ex-qubeyond-checks-config **[Qu] Checks configuration tables** at 2024-09-20 14:35:50
5:50
intecs.ex-qubeyond-employee-labor,L0 Nekter,test4,1086341423,[Qu] Employee Labor data,2024-09-20 14:35:50,Success,**Migrated**: intecs.ex-qubeyond-employee-labor **[Qu] Employee Labor data** at 2024-09-20 14:35:50
keboola.ex-aws-s3,L0 Nekter,test4,1129479260,[Grubhub] Export orders,2024-09-20 14:35:50,Success,**Migrated**: keboola.ex-aws-s3 **[Grubhub] Export orders** at 2024-09-20 14:35:50
ex-generic-v2,L0 Nekter,test4,1073216337,"[ADHOC] UberEats dev (deprecated, now in L0 General)",2024-09-20 14:35:50,Success,"**Migrated**: ex-generic-v2 **[ADHOC] UberEats dev (deprecated, now in L0 General)** at 2024-09-20 14:35:50"
intecs.ex-qubeyond-checks,L0 Nekter,test4,1085386309,[Qu] Checks data,2024-09-20 14:35:50,Success,**Migrated**: intecs.ex-qubeyond-checks **[Qu] Checks data** at 2024-09-20 14:35:50
14:35:50
keboola.python-transformation-v2,L0 Nekter,test4,1098692357,[Init] Initial load - Olo data,2024-09-20 14:35:52,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial load - Olo data** at 2024-09-20 14:35:52
keboola.python-transformation-v2,L0 Nekter,test4,1085945860,[Init] Initial employee and labor data loading,2024-09-20 14:35:52,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial employee and labor data loading** at 2024-09-20 14:35:52
keboola.python-transformation-v2,L0 Nekter,test4,1084950084,[Init] Initial checks data loading,2024-09-20 14:35:53,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial checks data loading** at 2024-09-20 14:35:53
keboola.python-transformation-v2,L0 Nekter,test4,1084925761,[Init] Initial config data loading,2024-09-20 14:35:53,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial config data loading** at 2024-09-20 14:35:53
keboola.sandboxes,L0 Nekter,test4,1084973548,[ADHOC] QU certification,2024-09-20 14:35:53,Success,**Migrated**: keboola.sandboxes **[ADHOC] QU certification** at 2024-09-20 14:35:53
keboola.sandboxes,L0 Nekter,test4,1078603711,L0 Nekter access for data analysis,2024-09-20 14:35:53,Success,**Migrated**: keboola.sandboxes **L0 Nekter access for data analysis** at 2024-09-20 14:35:53
keboola.sandboxes,L0 Nekter,test4,1108528140,Test,2024-09-20 14:35:54,Success,**Migrated**: keboola.sandboxes **Test** at 2024-09-20 14:35:54
keboola.sandboxes,L0 Nekter,test4,1101369716,Qu raw data,2024-09-20 14:35:54,Success,**Migrated**: keboola.sandboxes **Qu raw data** at 2024-09-20 14:35:54
keboola.python-transformation-v2,L0 Nekter,test4,1080669543,[ADHOC] Qu extract Empolyee and Labor  demo data,2024-09-20 14:35:54,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Qu extract Empolyee and Labor  demo data** at 2024-09-20 14:35:54
keboola.sandboxes,L0 Nekter,test4,1111260789,Ivana testing,2024-09-20 14:35:54,Success,**Migrated**: keboola.sandboxes **Ivana testing** at 2024-09-20 14:35:54
keboola.sandboxes,L0 Nekter,test4,1099153514,Olo development,2024-09-20 14:35:54,Success,**Migrated**: keboola.sandboxes **Olo development** at 2024-09-20 14:35:54
keboola.wr-google-sheets,L0 Nekter,test4,1092907654,[Qu] POS Location Data Extractor,2024-09-20 14:35:54,Success,**Migrated**: keboola.wr-google-sheets **[Qu] POS Location Data Extractor** at 2024-09-20 14:35:54
keboola.python-transformation-v2,L0 Nekter,test4,1117011840,[Init] Initial load accounting data from Qu,2024-09-20 14:35:54,Success,**Migrated**: keboola.python-transformation-v2 **[Init] Initial load accounting data from Qu** at 2024-09-20 14:35:54
keboola.python-transformation-v2,L0 Nekter,test4,1065700964,[ADHOC] Qu extract demo data,2024-09-20 14:35:54,Success,**Migrated**: keboola.python-transformation-v2 **[ADHOC] Qu extract demo data** at 2024-09-20 14:35:54
