ComponentId,SourceProject,DestinationProject,ConfigurationId,ConfigurationName,DateTime,Status,StatusText
keboola.orchestrator,L2 Nekter,L2 DEV,1104009528,[Olo] Test,2024-09-19 14:48:05,Success,**Migrated**: keboola.orchestrator **[Olo] Test** at 2024-09-19 14:48:05
keboola.scheduler,L2 Nekter,L2 DEV,1153537439,Scheduler for 1153535664,2024-09-19 14:48:05,Success,**Migrated**: keboola.scheduler **Scheduler for 1153535664** at 2024-09-19 14:48:05
keboola.orchestrator,L2 Nekter,L2 DEV,1176554800,[MAIN][Olo] Refresh dimensions and fact tables,2024-09-19 14:48:05,Success,**Migrated**: keboola.orchestrator **[MAIN][Olo] Refresh dimensions and fact tables** at 2024-09-19 14:48:05
keboola.csv-import,L2 Nekter,L2 DEV,1065279134,[ADHOC] Qu ItemGroup sample,2024-09-19 14:48:05,Success,**Migrated**: keboola.csv-import **[ADHOC] Qu ItemGroup sample** at 2024-09-19 14:48:05
core DWH tables** at 2024-09-19 14:48:05
keboola.orchestrator,L2 Nekter,L2 DEV,1070264505,Load dimensions,2024-09-19 14:48:05,Success,**Migrated**: keboola.orchestrator **Load dimensions** at 2024-09-19 14:48:05
keboola.csv-import,L2 Nekter,L2 DEV,1065278054,[ADHOC] QU Discount sample,2024-09-19 14:48:05,Success,**Migrated**: keboola.csv-import **[ADHOC] QU Discount sample** at 2024-09-19 14:48:05
keboola.orchestrator,L2 Nekter,L2 DEV,1070264610,Load fact tables,2024-09-19 14:48:05,Success,**Migrated**: keboola.orchestrator **Load fact tables** at 2024-09-19 14:48:05
keboola.orchestrator,L2 Nekter,L2 DEV,1118159285,[Uber] Test,2024-09-19 14:48:05,Success,**Migrated**: keboola.orchestrator **[Uber] Test** at 2024-09-19 14:48:05
keboola.csv-import,L2 Nekter,L2 DEV,1064761919,[ADHOC] Qu Item sample,2024-09-19 14:48:05,Success,**Migrated**: keboola.csv-import **[ADHOC] Qu Item sample** at 2024-09-19 14:48:05
keboola.orchestrator,L2 Nekter,L2 DEV,1070259773,[MAIN] Refresh dimensions and fact tables,2024-09-19 14:48:05,Success,**Migrated**: keboola.orchestrator **[MAIN] Refresh dimensions and fact tables** at 2024-09-19 14:48:05
keboola.orchestrator,L2 Nekter,L2 DEV,1176495513,[Olo] Load dimensions,2024-09-19 14:48:05,Success,**Migrated**: keboola.orchestrator **[Olo] Load dimensions** at 2024-09-19 14:48:05
keboola.orchestrator,L2 Nekter,L2 DEV,1081320054,[Qu] Load dimensions,2024-09-19 14:48:05,Success,**Migrated**: keboola.orchestrator **[Qu] Load dimensions** at 2024-09-19 14:48:05
keboola.orchestrator,L2 Nekter,L2 DEV,1153535664,[DEV] Data Quality (Prototype),2024-09-19 14:48:05,Success,**Migrated**: keboola.orchestrator **[DEV] Data Quality (Prototype)** at 2024-09-19 14:48:05
keboola.shared-code,L2 Nekter,L2 DEV,shared-codes.snowflake-transformation,Shared Code,2024-09-19 14:48:06,Success,**Migrated**: keboola.shared-code **Shared Code** at 2024-09-19 14:48:06
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1062389381,[General] DimDayPart,2024-09-19 14:48:09,Success,**Migrated**: keboola.snowflake-transformation **[General] DimDayPart** at 2024-09-19 14:48:09
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1064876045,[General] DimDate,2024-09-19 14:48:10,Success,**Migrated**: keboola.snowflake-transformation **[General] DimDate** at 2024-09-19 14:48:10
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1064820591,[General] DimSite,2024-09-19 14:48:10,Success,**Migrated**: keboola.snowflake-transformation **[General] DimSite** at 2024-09-19 14:48:10
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1065744409,[General] DimChannel,2024-09-19 14:48:10,Success,**Migrated**: keboola.snowflake-transformation **[General] DimChannel** at 2024-09-19 14:48:10
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1068505467,[Qu] DimProduct,2024-09-19 14:48:11,Success,**Migrated**: keboola.snowflake-transformation **[Qu] DimProduct** at 2024-09-19 14:48:11
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1070032533,[Qu] DimDiscount,2024-09-19 14:48:12,Success,**Migrated**: keboola.snowflake-transformation **[Qu] DimDiscount** at 2024-09-19 14:48:12
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1062655920,[ADHOC] Initial dim_site,2024-09-19 14:48:12,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] Initial dim_site** at 2024-09-19 14:48:12
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1068712002,[Qu] DimPerson,2024-09-19 14:48:12,Success,**Migrated**: keboola.snowflake-transformation **[Qu] DimPerson** at 2024-09-19 14:48:12
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1072658201,[Qu] FactOrderPayment,2024-09-19 14:48:12,Success,**Migrated**: keboola.snowflake-transformation **[Qu] FactOrderPayment** at 2024-09-19 14:48:12
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1069818039,[Qu] DimOrderHeader,2024-09-19 14:48:12,Success,**Migrated**: keboola.snowflake-transformation **[Qu] DimOrderHeader** at 2024-09-19 14:48:12
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1078533686,[Init] DimDiscount,2024-09-19 14:48:12,Success,**Migrated**: keboola.snowflake-transformation **[Init] DimDiscount** at 2024-09-19 14:48:12
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1078533794,[Init] DimChannel,2024-09-19 14:48:12,Success,**Migrated**: keboola.snowflake-transformation **[Init] DimChannel** at 2024-09-19 14:48:12
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1078530632,[Init] DimPerson,2024-09-19 14:48:12,Success,**Migrated**: keboola.snowflake-transformation **[Init] DimPerson** at 2024-09-19 14:48:12
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1078533547,[Init] DimDayPart,2024-09-19 14:48:12,Success,**Migrated**: keboola.snowflake-transformation **[Init] DimDayPart** at 2024-09-19 14:48:12
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1078532064,[Init] DimProduct,2024-09-19 14:48:12,Success,**Migrated**: keboola.snowflake-transformation **[Init] DimProduct** at 2024-09-19 14:48:12
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1077407538,[Init] DimDate,2024-09-19 14:48:12,Success,**Migrated**: keboola.snowflake-transformation **[Init] DimDate** at 2024-09-19 14:48:12
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1068505562,[ADHOC] Initial dim_product,2024-09-19 14:48:12,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] Initial dim_product** at 2024-09-19 14:48:12
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1070955807,[ADHOC] FactOrders Qu,2024-09-19 14:48:13,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] FactOrders Qu** at 2024-09-19 14:48:13
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1068703987,[ADHOC]Initial dim_person,2024-09-19 14:48:13,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC]Initial dim_person** at 2024-09-19 14:48:13
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1078533894,[Init] DimOrderHeader,2024-09-19 14:48:14,Success,**Migrated**: keboola.snowflake-transformation **[Init] DimOrderHeader** at 2024-09-19 14:48:14
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1078543766,[Init] FactOrderPayment,2024-09-19 14:48:16,Success,**Migrated**: keboola.snowflake-transformation **[Init] FactOrderPayment** at 2024-09-19 14:48:16
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1078544805,[Init] FactOrders,2024-09-19 14:48:16,Success,**Migrated**: keboola.snowflake-transformation **[Init] FactOrders** at 2024-09-19 14:48:16
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1082776473,[Qu] FactOrders,2024-09-19 14:48:17,Success,**Migrated**: keboola.snowflake-transformation **[Qu] FactOrders** at 2024-09-19 14:48:17
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1082778355,[Qu] FactOrderDiscount,2024-09-19 14:48:18,Success,**Migrated**: keboola.snowflake-transformation **[Qu] FactOrderDiscount** at 2024-09-19 14:48:18
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1086518829,[Qu] DimEmployeeRole,2024-09-19 14:48:18,Success,**Migrated**: keboola.snowflake-transformation **[Qu] DimEmployeeRole** at 2024-09-19 14:48:18
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1078565473,[ADHOC] DimDiscount (Copy),2024-09-19 14:48:18,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] DimDiscount (Copy)** at 2024-09-19 14:48:18
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1089123499,[Init] FactLabor,2024-09-19 14:48:19,Success,**Migrated**: keboola.snowflake-transformation **[Init] FactLabor** at 2024-09-19 14:48:19
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1088686451,[Init] DimDepartment,2024-09-19 14:48:19,Success,**Migrated**: keboola.snowflake-transformation **[Init] DimDepartment** at 2024-09-19 14:48:19
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1082740781,[ADHOC] FactOrderDiscount,2024-09-19 14:48:19,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] FactOrderDiscount** at 2024-09-19 14:48:19
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1078568385,[ADHOC] DimOrderHeader (Copy),2024-09-19 14:48:19,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] DimOrderHeader (Copy)** at 2024-09-19 14:48:19
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1101770592,[Olo] DimPerson,2024-09-19 14:48:19,Success,**Migrated**: keboola.snowflake-transformation **[Olo] DimPerson** at 2024-09-19 14:48:19
-19 14:48:19
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1101737876,[Olo] DimOrderHeader,2024-09-19 14:48:19,Success,**Migrated**: keboola.snowflake-transformation **[Olo] DimOrderHeader** at 2024-09-19 14:48:19
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1083272006,[Init] FactOrderDiscount,2024-09-19 14:48:19,Success,**Migrated**: keboola.snowflake-transformation **[Init] FactOrderDiscount** at 2024-09-19 14:48:19
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1089126920,[Qu] FactLabor,2024-09-19 14:48:19,Success,**Migrated**: keboola.snowflake-transformation **[Qu] FactLabor** at 2024-09-19 14:48:19
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1101759607,[ADHOC] DimOrderHeaderTest,2024-09-19 14:48:20,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] DimOrderHeaderTest** at 2024-09-19 14:48:20
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1103499619,[ADHOC] DimPersonTest,2024-09-19 14:48:20,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] DimPersonTest** at 2024-09-19 14:48:20
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1103503339,[Olo] DimProduct,2024-09-19 14:48:21,Success,**Migrated**: keboola.snowflake-transformation **[Olo] DimProduct** at 2024-09-19 14:48:21
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1103502381,[ADHOC] DimProductTest,2024-09-19 14:48:21,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] DimProductTest** at 2024-09-19 14:48:21
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1103565637,[Olo] DimDiscount,2024-09-19 14:48:21,Success,**Migrated**: keboola.snowflake-transformation **[Olo] DimDiscount** at 2024-09-19 14:48:21
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1103573505,[ADHOC] DimDiscountTest,2024-09-19 14:48:23,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] DimDiscountTest** at 2024-09-19 14:48:23
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1103934909,[Olo] FactOrders,2024-09-19 14:48:23,Success,**Migrated**: keboola.snowflake-transformation **[Olo] FactOrders** at 2024-09-19 14:48:23
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1104036027,[Olo] FactOrderDiscount,2024-09-19 14:48:25,Success,**Migrated**: keboola.snowflake-transformation **[Olo] FactOrderDiscount** at 2024-09-19 14:48:25
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1104036143,[Olo] FactOrderPayment,2024-09-19 14:48:25,Success,**Migrated**: keboola.snowflake-transformation **[Olo] FactOrderPayment** at 2024-09-19 14:48:25
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1103606550,[ADHOC] FactOrdersTest,2024-09-19 14:48:25,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] FactOrdersTest** at 2024-09-19 14:48:25
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1104035159,[ADHOC] FactOrderDiscountTest,2024-09-19 14:48:25,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] FactOrderDiscountTest** at 2024-09-19 14:48:25
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1104034517,[ADHOC] FactOrderPaymentTest,2024-09-19 14:48:25,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] FactOrderPaymentTest** at 2024-09-19 14:48:25
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1112973249,[UberEats] DimDiscount Test,2024-09-19 14:48:25,Success,**Migrated**: keboola.snowflake-transformation **[UberEats] DimDiscount Test** at 2024-09-19 14:48:25
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1104920961,[ADHOC] DimOrderHeader Test,2024-09-19 14:48:26,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] DimOrderHeader Test** at 2024-09-19 14:48:26
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1104921137,[ADHOC] FactOrderDiscount Test,2024-09-19 14:48:27,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] FactOrderDiscount Test** at 2024-09-19 14:48:27
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1104921212,[ADHOC] FactOrders Test Olo,2024-09-19 14:48:27,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] FactOrders Test Olo** at 2024-09-19 14:48:27
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1104921188,[ADHOC] FactOrderPayment Test Olo,2024-09-19 14:48:27,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] FactOrderPayment Test Olo** at 2024-09-19 14:48:27
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1104921041,[ADHOC] DimPerson Test Olo,2024-09-19 14:48:27,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] DimPerson Test Olo** at 2024-09-19 14:48:27
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1112973310,[UberEats] DimOrderHeader Test,2024-09-19 14:48:27,Success,**Migrated**: keboola.snowflake-transformation **[UberEats] DimOrderHeader Test** at 2024-09-19 14:48:27
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1104921103,[ADHOC] DimProduct Test Olo,2024-09-19 14:48:27,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] DimProduct Test Olo** at 2024-09-19 14:48:27
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1112973498,[UberEats] DimProduct Test,2024-09-19 14:48:27,Success,**Migrated**: keboola.snowflake-transformation **[UberEats] DimProduct Test** at 2024-09-19 14:48:27
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1110275737,[ADHOC] Qu Back-up 20240409,2024-09-19 14:48:27,Success,**Migrated**: keboola.snowflake-transformation **[ADHOC] Qu Back-up 20240409** at 2024-09-19 14:48:27
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1112973628,[UberEats] FactOrderDiscount Test,2024-09-19 14:48:27,Success,**Migrated**: keboola.snowflake-transformation **[UberEats] FactOrderDiscount Test** at 2024-09-19 14:48:27
keboola.variables,L2 Nekter,L2 DEV,1103572611,Variables definition for keboola.snowflake-transformation/1103565637,2024-09-19 14:48:29,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1103565637** at 2024-09-19 14:48:29
keboola.variables,L2 Nekter,L2 DEV,1103602011,Variables definition for keboola.snowflake-transformation/1101737876,2024-09-19 14:48:29,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1101737876** at 2024-09-19 14:48:29
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1112973740,[UberEats] FactOrderPayment Test,2024-09-19 14:48:29,Success,**Migrated**: keboola.snowflake-transformation **[UberEats] FactOrderPayment Test** at 2024-09-19 14:48:29
keboola.variables,L2 Nekter,L2 DEV,1104092373,Variables definition for keboola.snowflake-transformation/1086518829,2024-09-19 14:48:29,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1086518829** at 2024-09-19 14:48:29
keboola.variables,L2 Nekter,L2 DEV,1104091914,Variables definition for keboola.snowflake-transformation/1070032533,2024-09-19 14:48:30,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1070032533** at 2024-09-19 14:48:30
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1112973864,[UberEats] FactOrders Test,2024-09-19 14:48:30,Success,**Migrated**: keboola.snowflake-transformation **[UberEats] FactOrders Test** at 2024-09-19 14:48:30
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1124294167, [Qu] FactLaborBreaks,2024-09-19 14:48:30,Success,**Migrated**: keboola.snowflake-transformation ** [Qu] FactLaborBreaks** at 2024-09-19 14:48:30
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1146708949,[DQ] General,2024-09-19 14:48:31,Success,**Migrated**: keboola.snowflake-transformation **[DQ] General** at 2024-09-19 14:48:31
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1146708987,[DQ] Order model,2024-09-19 14:48:31,Success,**Migrated**: keboola.snowflake-transformation **[DQ] Order model** at 2024-09-19 14:48:31
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1146709011,[DQ] Labor model,2024-09-19 14:48:31,Success,**Migrated**: keboola.snowflake-transformation **[DQ] Labor model** at 2024-09-19 14:48:31
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1153568409,[Grubhub] DimProduct,2024-09-19 14:48:31,Success,**Migrated**: keboola.snowflake-transformation **[Grubhub] DimProduct** at 2024-09-19 14:48:31
keboola.variables,L2 Nekter,L2 DEV,1104092467,Variables definition for keboola.snowflake-transformation/1069818039,2024-09-19 14:48:31,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1069818039** at 2024-09-19 14:48:31
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1156540945,[Grubhub] DimOrderHeader,2024-09-19 14:48:32,Success,**Migrated**: keboola.snowflake-transformation **[Grubhub] DimOrderHeader** at 2024-09-19 14:48:32
keboola.variables,L2 Nekter,L2 DEV,1104094001,Variables definition for keboola.snowflake-transformation/1068505467,2024-09-19 14:48:32,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1068505467** at 2024-09-19 14:48:32
keboola.variables,L2 Nekter,L2 DEV,1104092650,Variables definition for keboola.snowflake-transformation/1068712002,2024-09-19 14:48:32,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1068712002** at 2024-09-19 14:48:32
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1156602682,[Grubhub] FactOrders,2024-09-19 14:48:32,Success,**Migrated**: keboola.snowflake-transformation **[Grubhub] FactOrders** at 2024-09-19 14:48:32
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1163151567,[General] DimGLAccount,2024-09-19 14:48:32,Success,**Migrated**: keboola.snowflake-transformation **[General] DimGLAccount** at 2024-09-19 14:48:32
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1163115155,[Init] DimGLAccount,2024-09-19 14:48:32,Success,**Migrated**: keboola.snowflake-transformation **[Init] DimGLAccount** at 2024-09-19 14:48:32
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1163109637,[Init] DimAccountingCategory,2024-09-19 14:48:32,Success,**Migrated**: keboola.snowflake-transformation **[Init] DimAccountingCategory** at 2024-09-19 14:48:32
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1163216245,[General] DimAccountingCategory,2024-09-19 14:48:32,Success,**Migrated**: keboola.snowflake-transformation **[General] DimAccountingCategory** at 2024-09-19 14:48:32
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1179450572,[DEV][Init] FactJournalTest,2024-09-19 14:48:32,Success,**Migrated**: keboola.snowflake-transformation **[DEV][Init] FactJournalTest** at 2024-09-19 14:48:32
keboola.variables,L2 Nekter,L2 DEV,1104094450,Variables definition for keboola.snowflake-transformation/1089126920,2024-09-19 14:48:32,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1089126920** at 2024-09-19 14:48:32
keboola.snowflake-transformation,L2 Nekter,L2 DEV,1179445298,[DEV][Qu] FactJournal,2024-09-19 14:48:32,Success,**Migrated**: keboola.snowflake-transformation **[DEV][Qu] FactJournal** at 2024-09-19 14:48:32
keboola.variables,L2 Nekter,L2 DEV,1104095444,Variables definition for keboola.snowflake-transformation/1082776473,2024-09-19 14:48:33,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1082776473** at 2024-09-19 14:48:33
keboola.variables,L2 Nekter,L2 DEV,1104106899,Variables definition for keboola.snowflake-transformation/1082778355,2024-09-19 14:48:33,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1082778355** at 2024-09-19 14:48:33
keboola.variables,L2 Nekter,L2 DEV,1104107017,Variables definition for keboola.snowflake-transformation/1072658201,2024-09-19 14:48:33,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1072658201** at 2024-09-19 14:48:33
keboola.variables,L2 Nekter,L2 DEV,1104920876,Variables definition for keboola.snowflake-transformation/1103565637,2024-09-19 14:48:34,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1103565637** at 2024-09-19 14:48:34
keboola.variables,L2 Nekter,L2 DEV,1104920959,Variables definition for keboola.snowflake-transformation/1101737876,2024-09-19 14:48:34,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1101737876** at 2024-09-19 14:48:34
keboola.variables,L2 Nekter,L2 DEV,1112984108,Variables definition for keboola.snowflake-transformation/1112973380,2024-09-19 14:48:34,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1112973380** at 2024-09-19 14:48:34
keboola.variables,L2 Nekter,L2 DEV,1113295907,Variables definition for keboola.snowflake-transformation/1112973628,2024-09-19 14:48:34,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1112973628** at 2024-09-19 14:48:34
keboola.variables,L2 Nekter,L2 DEV,1117611326,Variables definition for keboola.snowflake-transformation/1072658201,2024-09-19 14:48:34,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1072658201** at 2024-09-19 14:48:34
keboola.variables,L2 Nekter,L2 DEV,1124294667,Variables definition for keboola.snowflake-transformation/1124294167,2024-09-19 14:48:34,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1124294167** at 2024-09-19 14:48:34
keboola.variables,L2 Nekter,L2 DEV,1149966984,Variables definition for keboola.snowflake-transformation/1146708987,2024-09-19 14:48:35,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1146708987** at 2024-09-19 14:48:35
keboola.variables,L2 Nekter,L2 DEV,1149972678,Variables definition for keboola.snowflake-transformation/1146709011,2024-09-19 14:48:35,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1146709011** at 2024-09-19 14:48:35
keboola.variables,L2 Nekter,L2 DEV,1149973057,Variables definition for keboola.snowflake-transformation/1146708949,2024-09-19 14:48:36,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1146708949** at 2024-09-19 14:48:36
keboola.variables,L2 Nekter,L2 DEV,1112973309,Variables definition for keboola.snowflake-transformation/1104920961,2024-09-19 14:48:36,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1104920961** at 2024-09-19 14:48:36
keboola.variables,L2 Nekter,L2 DEV,1112973240,Variables definition for keboola.snowflake-transformation/1104920879,2024-09-19 14:48:36,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1104920879** at 2024-09-19 14:48:36
keboola.variables,L2 Nekter,L2 DEV,1153568406,Variables definition for keboola.snowflake-transformation/1068505467,2024-09-19 14:48:37,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1068505467** at 2024-09-19 14:48:37
keboola.variables,L2 Nekter,L2 DEV,1156540940,Variables definition for keboola.snowflake-transformation/1069818039,2024-09-19 14:48:38,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1069818039** at 2024-09-19 14:48:38
keboola.variables,L2 Nekter,L2 DEV,1156602674,Variables definition for keboola.snowflake-transformation/1082776473,2024-09-19 14:48:38,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1082776473** at 2024-09-19 14:48:38
keboola.variables,L2 Nekter,L2 DEV,1156618017,Variables definition for keboola.snowflake-transformation/1156602682,2024-09-19 14:48:38,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1156602682** at 2024-09-19 14:48:38
keboola.variables,L2 Nekter,L2 DEV,1176485039,Variables definition for keboola.snowflake-transformation/1101770592,2024-09-19 14:48:38,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1101770592** at 2024-09-19 14:48:38
keboola.variables,L2 Nekter,L2 DEV,1176489712,Variables definition for keboola.snowflake-transformation/1103503339,2024-09-19 14:48:38,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1103503339** at 2024-09-19 14:48:38
keboola.variables,L2 Nekter,L2 DEV,1176515350,Variables definition for keboola.snowflake-transformation/1103934909,2024-09-19 14:48:38,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1103934909** at 2024-09-19 14:48:38
keboola.variables,L2 Nekter,L2 DEV,1176516654,Variables definition for keboola.snowflake-transformation/1104036027,2024-09-19 14:48:39,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1104036027** at 2024-09-19 14:48:39
keboola.variables,L2 Nekter,L2 DEV,1176518115,Variables definition for keboola.snowflake-transformation/1104036143,2024-09-19 14:48:39,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1104036143** at 2024-09-19 14:48:39
keboola.variables,L2 Nekter,L2 DEV,1179453837,Variables definition for keboola.snowflake-transformation/1179445298,2024-09-19 14:48:40,Success,**Migrated**: keboola.variables **Variables definition for keboola.snowflake-transformation/1179445298** at 2024-09-19 14:48:40
keboola.wr-db-snowflake,L2 Nekter,L2 DEV,1073757485,DWH,2024-09-19 14:48:40,Success,**Migrated**: keboola.wr-db-snowflake **DWH** at 2024-09-19 14:48:40
ex-generic-v2,LO HartHouse,L0 DEV,1104962357,[7shifts] Reports Extractor,2024-09-20 11:26:15,Success,**Migrated**: ex-generic-v2 **[7shifts] Reports Extractor** at 2024-09-20 11:26:15
ex-generic-v2,LO HartHouse,L0 DEV,1143818462,[Revel] Hart House Configurations Extractor,2024-09-20 11:26:15,Success,**Migrated**: ex-generic-v2 **[Revel] Hart House Configurations Extractor** at 2024-09-20 11:26:15
keboola.ex-google-drive,LO HartHouse,L0 DEV,1099742725,[HartHouse] Manual Data,2024-09-20 11:26:15,Success,**Migrated**: keboola.ex-google-drive **[HartHouse] Manual Data** at 2024-09-20 11:26:15
ex-generic-v2,LO HartHouse,L0 DEV,1126145331,[ADHOC][DEV] 7shifts Labor Extractor TEST FIlip,2024-09-20 11:26:15,Success,**Migrated**: ex-generic-v2 **[ADHOC][DEV] 7shifts Labor Extractor TEST FIlip** at 2024-09-20 11:26:15
